extracted,url,best_term,best_cosine,matched_terms
 commercial banking,https://www.pymnts.com/tag/commercial-banking/,Private Banking,0.62639624,Correspondent Banking; Private Banking
 bill payments,https://www.pymnts.com/tag/bill-payments/,Payment Screening,0.60056055,Payment Screening
 tokenized deposits,https://www.pymnts.com/tag/tokenized-deposits/,Tokenization,0.61714923,Tokenization
 credit card rewards,https://www.pymnts.com/tag/credit-card-rewards/,Credit Cards,0.611321,Credit Cards
 omnichannel commerce,https://www.pymnts.com/tag/omnichannel-commerce/,Omnichannel,0.80385333,Omnichannel
 identity theft,https://www.pymnts.com/tag/identity-theft/,Identity Theft,0.8831386,Confirmation Fraud; Corporate Identity Theft; Credit Fraud; Cyber Fraud; Data Theft; False Identity Fraud; Identity Fraud; Identity Spoofing; Identity Theft; Medical Identity Theft; Tax Identity Theft
fraud prevention 2025 fintechs confront escalating fraud as losses soar 65percent,https://www.pymnts.com/fraud-prevention/2025/fintechs-confront-escalating-fraud-as-losses-soar-65percent/,Fintech Fraud,0.7046552,Fintech Fraud
 hacker,https://www.pymnts.com/tag/hacker/,Hacker,0.66190386,Hacker; Hacker(Black Hat); Hacker(White Hat); Hacking
news fintech investments 2025 fis launches solution to help financial institutions serve investors,https://www.pymnts.com/news/fintech-investments/2025/fis-launches-solution-to-help-financial-institutions-serve-investors/,Fintech,0.61762434,Fintech
fraud prevention 2025 riskified and human partner to prevent fraud by ai shopping agents,https://www.pymnts.com/fraud-prevention/2025/riskified-and-human-partner-to-prevent-fraud-by-ai-shopping-agents/,Fraud Prevention Software,0.64242965,Fraud Prevention; Fraud Prevention Software
 open lending,https://www.pymnts.com/tag/open-lending/,Lending,0.712012,Lending
fraud prevention 2025 commbank adds ai powered scam detection tool to identity protection app,https://www.pymnts.com/fraud-prevention/2025/commbank-adds-ai-powered-scam-detection-tool-to-identity-protection-app/,Fraud Prevention Software,0.6037938,Fraud Prevention Software
 ethereum,https://www.pymnts.com/tag/ethereum/,Blockchain,0.62428325,Blockchain
 debit,https://www.pymnts.com/tag/debit/,Debit Card,0.6265788,Debit Card
 instant disbursements,https://www.pymnts.com/tag/instant-disbursements/,Unauthorized Disbursements,0.7223316,Unauthorized Disbursements
 iot,https://www.pymnts.com/tag/iot/,Internet Of Things (IOT),0.66202784,Internet Of Things (IOT)
 payments processors,https://www.pymnts.com/tag/payments-processors/,Payment Gateway,0.69883895,Payment Gateway; Payment Services Provider (PSP)
 digital shift,https://www.pymnts.com/tag/digital-shift/,Digital Transformation,0.62823325,Digital Transformation
 personal finances,https://www.pymnts.com/tag/personal-finances/,Financial Intelligence,0.6035925,Financial Intelligence
 payment processors,https://www.pymnts.com/tag/payment-processors/,Payment Gateway,0.7474795,Payment Gateway; Payment Services Provider (PSP)
 financial crimes,https://www.pymnts.com/tag/financial-crimes/,Financial Crime,0.85565346,Corporate fraud; Financial Crime; Financial Crimes Enforcement Network (FINCEN)
 big banks,https://www.pymnts.com/tag/big-banks/,Shell Bank,0.6066723,Shell Bank
 artificial general intelligence,https://www.pymnts.com/tag/artificial-general-intelligence/,AI (Artificial Intelligence),0.6200657,AI (Artificial Intelligence)
 ai risks,https://www.pymnts.com/tag/ai-risks/,Risk Assessment,0.67891604,Risk Assessment
 digital lending,https://www.pymnts.com/tag/digital-lending/,Lending,0.6312547,Fintech; Lending
 money transfers,https://www.pymnts.com/tag/money-transfers/,Money Remitters,0.6345588,Money Remitters; Money Transfer Service Or Value Transfer Service
 digital wallet,https://www.pymnts.com/tag/digital-wallet/,Digital Wallets,0.8537657,Digital Wallets
rtificial intelligence 2 2025 ai progress shifts beyond raw data and computing power,https://www.pymnts.com/artificial-intelligence-2/2025/ai-progress-shifts-beyond-raw-data-and-computing-power/,AI (Artificial Intelligence),0.63178605,AI (Artificial Intelligence)
rtificial intelligence 2 2025 ufc taps ai to enhance live mma streaming events,https://www.pymnts.com/artificial-intelligence-2/2025/ufc-taps-ai-to-enhance-live-mma-streaming-events/,AI (Artificial Intelligence),0.60078984,AI (Artificial Intelligence)
 crypto lending,https://www.pymnts.com/tag/crypto-lending/,Lending,0.63456565,Lending
 credit card,https://www.pymnts.com/tag/credit-card/,Credit Cards,0.71739507,Cardholder; Credit Card Number; Credit Cards
fraud prevention 2025 paypal adds scam detection to friends and family payments,https://www.pymnts.com/fraud-prevention/2025/paypal-adds-scam-detection-to-friends-and-family-payments/,Paypal Fraud,0.6585281,Fraud Prevention; Paypal Fraud
 department of the treasury,https://www.pymnts.com/tag/department-of-the-treasury/,U.Streasury,0.6823643,U.Streasury
 alternative lending,https://www.pymnts.com/tag/alternative-lending/,Lending,0.66303563,Lending
 consumer banking,https://www.pymnts.com/tag/consumer-banking/,Private Banking,0.62313426,Private Banking
 challenger banks,https://www.pymnts.com/tag/challenger-banks/,Shell Bank,0.6662782,Shell Bank
 crypto assets,https://www.pymnts.com/tag/crypto-assets/,Cryptocurrency,0.65368664,Cryptocurrency
 passwords,https://www.pymnts.com/tag/passwords/,Password,0.77574617,Credentials; Password; Password Security
 remittance,https://www.pymnts.com/tag/remittance/,Remittance,0.9267428,Money Remitters; Remittance; Remittance Services
 cryptocurrencies,https://www.pymnts.com/tag/cryptocurrencies/,Cryptocurrency,0.6034488,Cryptocurrency
 ponzi scheme,https://www.pymnts.com/tag/ponzi-scheme/,Ponzi Scheme,0.8012376,Ponzi Scheme
events how real time risk assessment is replacing traditional credit ratings,https://www.pymnts.com/events/how-real-time-risk-assessment-is-replacing-traditional-credit-ratings/,Real-Time Risk Management,0.656438,Real-Time Risk Management
 shadow banking,https://www.pymnts.com/tag/shadow-banking/,Underground Banking,0.61514676,Private Banking; Underground Banking
 crypto scams,https://www.pymnts.com/tag/crypto-scams/,Scams,0.71217513,Instagram scammer; Scams
 voice technology,https://www.pymnts.com/tag/voice-technology/,Voice Authorization,0.7006953,Voice Authorization
mobile wallets 2025 digital wallets help rewrite calculus cross border smb growth,https://www.pymnts.com/mobile-wallets/2025/digital-wallets-help-rewrite-calculus-cross-border-smb-growth/,Digital Wallets,0.64365214,Digital Wallets
healthcare 2025 doj credits ai tools in announcing historic healthcare fraud crackdown,https://www.pymnts.com/healthcare/2025/doj-credits-ai-tools-in-announcing-historic-healthcare-fraud-crackdown/,Healthcare Fraud,0.62244666,Healthcare Fraud
 us treasury,https://www.pymnts.com/tag/us-treasury/,U.Streasury,0.73046243,U.Streasury
mobile wallets 2025 gen z holds the cards in new top of wallet showdown,https://www.pymnts.com/mobile-wallets/2025/gen-z-holds-the-cards-in-new-top-of-wallet-showdown/,Digital Wallets,0.60389525,Digital Wallets
 payment processing,https://www.pymnts.com/tag/payment-processing/,Payment Gateway,0.7873748,Payment Fraud; Payment Gateway; Payment Screening; Payment Services Provider (PSP); Payment Verification
 acquirers,https://www.pymnts.com/tag/acquirers/,Acquirer (Acquiring Bank),0.7347912,Acquirer (Acquiring Bank)
news security and risk 2025 know your scam ecommerce fraud,https://www.pymnts.com/news/security-and-risk/2025/know-your-scam-ecommerce-fraud/,E-commerce Fraud,0.634677,E-commerce Fraud
 financial action task force,https://www.pymnts.com/tag/financial-action-task-force/,Financial Action Task Force (FATF),0.7816425,Caribbean Financial Action Task Force (CFATF); Financial Action Task Force (FATF); Financial Action Task Force-Style Regional Body (FSRB)
 internet of things,https://www.pymnts.com/tag/internet-of-things/,Internet Of Things (IOT),0.823695,Internet Of Things (IOT); Internet Of Things (IOT) Security
 fatf,https://www.pymnts.com/tag/fatf/,Financial Action Task Force (FATF),0.70646596,Caribbean Financial Action Task Force (CFATF); Financial Action Task Force (FATF)
 digital bank,https://www.pymnts.com/tag/digital-bank/,Shell Bank,0.63225,Financial Institution; Shell Bank
 security and fraud,https://www.pymnts.com/tag/security-and-fraud/,Fraud Prevention,0.61959237,Computer Fraud; Fraud Prevention
 risk assessment,https://www.pymnts.com/tag/risk-assessment/,Risk Assessment,0.8877556,Fraud Risk Assessment; Risk Assessment; Risk-Based Approach; Risk-Based Approach (RBA); Risk Profiling; Threat Assessment
 encryption,https://www.pymnts.com/tag/encryption/,Encryption,0.79199344,Cipher; Data Encryption; Encryption; Encryption Key
 payments security,https://www.pymnts.com/tag/payments-security/,Payment Application Data Security Standard,0.6552829,Payment Application Data Security Standard; Payment Gateway; Payment Screening; Payment Verification
 financial data,https://www.pymnts.com/tag/financial-data/,Financial Intelligence,0.60446894,Financial Intelligence
 vendor payments,https://www.pymnts.com/tag/vendor-payments/,Payment Verification,0.6522012,Payment Verification
 tech regulation,https://www.pymnts.com/tag/tech-regulation/,Regtech,0.6648507,Regtech
 multifactor authentication,https://www.pymnts.com/tag/multifactor-authentication/,Multi-Factor Authentication,0.86718416,Biometric Authentication; Multi-Factor Authentication; Two-Factor Authentication (2FA)
 data theft,https://www.pymnts.com/tag/data-theft/,Data Theft,0.86886203,Computer Fraud; Data Breaches; Data Theft; Identity Fraud; Identity Theft
news cross border commerce cross border payments 2025 tensec raises 12 million dollars promote real time cross border payments,https://www.pymnts.com/news/cross-border-commerce/cross-border-payments/2025/tensec-raises-12-million-dollars-promote-real-time-cross-border-payments/,Cross-Border Transactions,0.6000873,Cross-Border Transactions
 wire transfers,https://www.pymnts.com/tag/wire-transfers/,Wire Transfer,0.73008204,Wire Transfer
 wire fraud,https://www.pymnts.com/tag/wire-fraud/,Wire Fraud,0.8211156,Computer Fraud; Cyber Fraud; Fraud; Insurance Fraud; Mail Fraud and Wire Faud; Telecommunication fraud; Utility Fraud; Wire Fraud
fraud prevention 2025 lawmakers zero in on check fraud crisis,https://www.pymnts.com/fraud-prevention/2025/lawmakers-zero-in-on-check-fraud-crisis/,Fraud Prevention,0.60546696,Fraud Prevention
 core banking,https://www.pymnts.com/tag/core-banking/,Correspondent Banking,0.64090264,Correspondent Banking; Private Banking; Shell Bank
 multi factor authentication,https://www.pymnts.com/tag/multi-factor-authentication/,Multi-Factor Authentication,0.9176767,Multi-Factor Authentication; Two-Factor Authentication (2FA); Two-Step Authentification
 stored credentials,https://www.pymnts.com/tag/stored-credentials/,Credentials,0.61855865,Credentials
 inventory management,https://www.pymnts.com/tag/inventory-management/,Inventory Fraud,0.6224805,Inventory Fraud
 paypal usd,https://www.pymnts.com/tag/paypal-usd/,PayPal,0.6733286,PayPal
 financial management,https://www.pymnts.com/tag/financial-management/,Financial Intelligence,0.64258826,Financial Intelligence
 metro bank,https://www.pymnts.com/tag/metro-bank/,Shell Bank,0.6961587,Shell Bank
 payments platform,https://www.pymnts.com/tag/payments-platform/,Payment Gateway,0.678156,Payment Gateway
 cross border commerce,https://www.pymnts.com/tag/cross-border-commerce/,Cross Border,0.7899319,Cross Border; Cross-Border Transactions
 digital cards,https://www.pymnts.com/tag/digital-cards/,Smart Card,0.69265413,Digital Wallets; Smart Card
fraud prevention 2025 nacha updates resources to help financial institutions protect seniors from fraud,https://www.pymnts.com/fraud-prevention/2025/nacha-updates-resources-to-help-financial-institutions-protect-seniors-from-fraud/,Fraud Prevention,0.643477,Fraud Prevention
 payment declines,https://www.pymnts.com/tag/payment-declines/,False Declines,0.65580004,False Declines
fraud prevention 2025 worldpay and visa team to help merchants combat fraud,https://www.pymnts.com/fraud-prevention/2025/worldpay-and-visa-team-to-help-merchants-combat-fraud/,Fraud Prevention,0.6081773,Fraud Prevention
 fintech startups,https://www.pymnts.com/tag/fintech-startups/,Fintech,0.7301959,Fintech; Fintech Fraud
mobile wallets 2025 regional wallets challenge global giants in digital payments,https://www.pymnts.com/mobile-wallets/2025/regional-wallets-challenge-global-giants-in-digital-payments/,Digital Wallets,0.6200032,Digital Wallets
fraud prevention 2025 apple app store blocked 2 billion in fraud last year,https://www.pymnts.com/fraud-prevention/2025/apple-app-store-blocked-2-billion-in-fraud-last-year/,Fraudulent Apps,0.60740715,Fraudulent Apps
series real time payments,https://www.pymnts.com/series/real-time-payments/,Real Time Gross Settlement Systems (RTGS),0.60636467,Real Time Gross Settlement Systems (RTGS)
rtificial intelligence 2 2025 this week in ai the agentic web ai native devices and search tools,https://www.pymnts.com/artificial-intelligence-2/2025/this-week-in-ai-the-agentic-web-ai-native-devices-and-search-tools/,AI (Artificial Intelligence),0.60032064,AI (Artificial Intelligence)
study global consumer digital transformation,https://www.pymnts.com/study/global-consumer-digital-transformation/,Digital Transformation,0.66029304,Digital Transformation
opinion 2025 how to bridge the gap between fintechs and financial institutions,https://www.pymnts.com/opinion/2025/how-to-bridge-the-gap-between-fintechs-and-financial-institutions/,Fintech,0.62084126,Fintech
fraud prevention 2025 plaid updates identity verification product to combat generative ai powered fraud,https://www.pymnts.com/fraud-prevention/2025/plaid-updates-identity-verification-product-to-combat-generative-ai-powered-fraud/,Fraud Prevention Software,0.605105,Fraud Prevention Software
uthentication 2025 what hath 3d secure wrought in 2025,https://www.pymnts.com/authentication/2025/what-hath-3d-secure-wrought-in-2025/,3DS (3D Secure),0.6371032,3DS (3D Secure)
identity theft 2025 42 percent of suspicious banking activity linked to identity fraud,https://www.pymnts.com/identity-theft/2025/42-percent-of-suspicious-banking-activity-linked-to-identity-fraud/,Identity Fraud,0.6477829,Identity Fraud; Identity Theft
fraud prevention 2025 5 myths about fraud prevention for financial services firms,https://www.pymnts.com/fraud-prevention/2025/5-myths-about-fraud-prevention-for-financial-services-firms/,Fraud Prevention,0.6432971,Fraud Prevention
healthcare 2025 healthcares digital payments push battles rising fraud and falling margins,https://www.pymnts.com/healthcare/2025/healthcares-digital-payments-push-battles-rising-fraud-and-falling-margins/,Healthcare Fraud,0.6001283,Healthcare Fraud
fraud prevention 2025 faster payments get faster fraud defense,https://www.pymnts.com/fraud-prevention/2025/faster-payments-get-faster-fraud-defense/,Fraud Prevention,0.63719434,Fraud Prevention
fraud prevention 2025 banks say debit card and check fraud attacks are gaining momentum,https://www.pymnts.com/fraud-prevention/2025/banks-say-debit-card-and-check-fraud-attacks-are-gaining-momentum/,Debit Card Fraud,0.6442379,Debit Card Fraud
mobile wallets 2025 digital wallets poised to become the sms of global money movement,https://www.pymnts.com/mobile-wallets/2025/digital-wallets-poised-to-become-the-sms-of-global-money-movement/,Digital Wallets,0.6313231,Digital Wallets
series tap to authenticate payment cards,https://www.pymnts.com/series/tap-to-authenticate-payment-cards/,Payment Card Skimmers,0.605705,Payment Card Skimmers
rtificial intelligence 2 2025 this week in ai apples siri struggles ai agent to agent payment systems,https://www.pymnts.com/artificial-intelligence-2/2025/this-week-in-ai-apples-siri-struggles-ai-agent-to-agent-payment-systems/,AI (Artificial Intelligence),0.6111984,AI (Artificial Intelligence)
